Xhani,Xhani,Diona Fona,kosovan pop
Estrela,Estrela,Sandy,nova mpb
Fly,Fly,GENT,german underground rap
Enna Sona (From "OK Jaanu"),Enna Sona (From "OK Jaanu"),A.R. Rahman,desi pop
Voy a Bailar (feat. Boef & Rolf Sanchez),Voy a Bailar (feat. Boef & Rolf Sanchez),Ali B,dutch rock
Coração Radiante,100% Grupo Revelação,Grupo Revelação,axe
Mr. Vain Recall - Radio Edit,Mr. Vain Recall,Culture Beat,bubblegum dance
This Is What You Came For (feat. Rihanna),This Is What You Came For (feat. Rihanna),Calvin Harris,uk dance
Uptown Girl - Radio Edit,Coast To Coast,Westlife,europop
The Spark,Forget The World (Deluxe),Afrojack,dance pop
Soos Bloed - Live,Bring Jou Hart (Live),Theuns Jordaan,south african pop
Graves Into Gardens (Live),Graves Into Gardens (Live),Elevation Worship,world worship
Amazed,16 Biggest Hits,Lonestar,country
BALENCIAGA,BALENCIAGA,FILV,classic russian pop
Милая моя,Три песни,Navai,german techno
The Reflex,Greatest,Duran Duran,new romantic
Não Aprendi Dizer Adeus - Ao Vivo,Juliano Cezar - Ao Vivo,Juliano Cezar,sertanejo tradicional
Just To See You Smile,Everywhere,Tim McGraw,country
Sinônimos,Aqui O Sistema É Bruto,Chitãozinho & Xororó,sertanejo
'Flexin''','Flexin''',Lit Killah,argentine hip hop
Mehrama (From "Love Aaj Kal"),Mehrama (From "Love Aaj Kal"),Pritam,filmi
Dependent,Dependent,'Carla''s Dreams',moldovan pop
Noc Taka Czarna,Noc Taka Czarna,Extazy,punjabi pop
Tagaru Banthu Tagaru (From "Tagaru"),Chartbusters (Kannada),Various Artists,new orleans rap
The Fireman,Does Fort Worth Ever Cross Your Mind,George Strait,country
Whom Shall I Fear (God Of Angel Armies),Burning Lights,Chris Tomlin,christian music
'It''s Still You','It''s Still You',Rusty Gear,diva house
Roses Are Red - Original Version,Aquarium (Special Edition),Aqua,bubblegum dance
BOSS SH!T,BOSS SH!T,Dolo Rome G,j-idol
Head Over Heels,Head Over Heels,XiJaro & Pitch,uplifting trance
Milavain (African Skies) [with TRESOR & Sam Feldt],Milavain (African Skies) [with TRESOR & Sam Feldt],JeeCee,makossa
Believer,Evolve,Imagine Dragons,rock
De Hele Tent Gaat Als Een Jojo,De Hele Tent Gaat Als Een Jojo,Feestteam,carnaval
Będziemy Pić,Będziemy Pić,Musicloft & Defis,russian punk
Seu Amor Ainda É Tudo,Os Inimitáveis,João Mineiro & Marciano,sertanejo universitario
Urvashi,Urvashi,Yo Yo Honey Singh,hindi hip hop
Ecuador - Original Radio Edit,'It''s My Life',Sash!,bubblegum dance
Sweater Weather,I Love You.,The Neighbourhood,rock
Struggle (feat. A.D.O.R.),Struggle (feat. A.D.O.R.),Steff da Campo,pop edm
Melhor Amigo - Ao Vivo,Mania do Brasil (Ao Vivo),Turma do Pagode,pagode
The Night,A Peez of Cheez,9teez,filmi
Khadke Glassy,Jabariya Jodi,Various Artists,new orleans rap
Patricinha do Olho Azul,Pagode da Hora 2 - Ep,Various Artists,new orleans rap
Black Swan,Black Swan,BTS,k-pop boy group
Nikle Currant,Nikle Currant,Jassie Gill,punjabi pop
Springen Nondeju,… En Door,Snollebollekes,italian pop
Perfect,÷ (Deluxe),Ed Sheeran,pop
Rumah Ke Rumah,Menari Dengan Bayangan,Hindia,indonesian pop
'I''m Going Free (Jailbreak)',Vertical Worship,Vertical Worship,worship
Breathe,Everything Is Changing,Jonny Diaz,ccm
Young Hearts (feat. Beginners),Young Hearts (feat. Beginners),BUNT.,pop edm
Goodbyes (feat. Young Thug),'Hollywood''s Bleeding',Post Malone,melodic rap
ALIEN,ALIEN,LEE SUHYUN,nigerian hip hop
Hooked,Hooked,Notion,bass house
Lancinho - Ao Vivo,O Som das Multidões,Turma do Pagode,pagode
Innunu Bekagide,Mundina Nildana (Original Motion Picture Soundtrack),Masala Coffee,uk dance
Muthuraja Kalitu,Raaj (Original Motion Picture Soundtrack),V. Hari Krishna,pop
Sardaari,Sardaari,Rajvir Jawanda,bhangra
Rising Hope,Launcher,LiSA,anime rock
Song of the South,'Livin'' Lovin'' Rockin'' Rollin'': The 25th Anniversary Collection',Alabama,country
Anybody,African Giant,Burna Boy,nigerian pop
'DON''T TOUCH ME','DON''T TOUCH ME',REFUND SISTERS,eritrean pop
Killing Me Softly,Killing Me Softly,Manu Crooks,australian hip hop
Played-A-Live (The Bongo Song),'Let''s Go 90s Party!',Various Artists,new orleans rap
Because the Night,Easter,Patti Smith,folk rock
Going Bad (feat. Drake),Championships,Meek Mill,southern hip hop
Speechless (feat. Azteck),Speechless (feat. Azteck),Chico Rose,electro house
Purple Rain,Purple Rain,Prince,funk rock
Dumebi,Rema,Rema,pop rock
Deixa Eu Te Amar por Favor,Os Maiores Sucessos,Felipe e Falcão,sertanejo universitario
Dans In Die Reën,Sing Vir Liefde,Karlien Van Jaarsveld,south african pop
What Makes A Woman,What Makes A Woman,Katy Perry,post-teen pop
